"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","NoGarage","NoBsmt","LotFrontageMissing","Artery","Feedr","Norm","PosA","PosN","RRAe","RRAn","RRNe","RRNn","SecondFlr","Remodeled","BrandNew","HighSeason","BedSize","RoomSize"
"20","RL",62,7440,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",4,4,2,5,173,2,0,916,1089,"GasW",3,"Y",5,1089,0,0,1089,1,0,1,0,3,1,2,5,1,1,5,"Detchd",1954,3,1,252,4,4,"P",328,0,0,0,0,0,1,4,"None",0,9,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",363,217.8
"120","RL",42,4235,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","TwnhsE","1Story",5,5,1984,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",149,3,3,"CBlock",4,4,3,7,552,6,393,104,1049,"GasA",3,"Y",5,1049,0,0,1049,1,0,2,0,2,1,3,5,1,0,1,"Attchd",1984,4,1,266,4,4,"Y",0,105,0,0,0,0,1,3,"None",0,2,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",524.5,209.8
"80","RL",74,10778,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","1Fam","SLvl",7,6,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,4,2,7,460,6,286,308,1054,"GasA",4,"Y",5,1061,0,0,1061,1,0,1,1,1,1,3,4,1,0,1,"Attchd",1990,2,2,462,4,4,"Y",114,36,0,0,0,0,1,3,"None",0,7,2009,"WD","Normal",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","1","0","1",1061,265.25
"80","RL",66,19255,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","1Fam","SLvl",6,5,1983,1983,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",100,3,3,"CBlock",4,4,4,4,70,7,450,0,520,"GasA",4,"Y",5,1338,0,0,1338,0,0,1,1,2,1,3,5,5,1,2,"Attchd",1983,2,2,576,4,4,"Y",0,0,0,0,0,0,1,3,"Shed",600,9,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",669,267.6
"60","RL",85,10560,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",4,5,2,7,474,2,0,605,1079,"GasA",5,"Y",5,1079,800,0,1879,1,0,2,1,3,1,3,8,1,1,4,"Attchd",1993,3,2,473,4,4,"Y",400,100,144,0,0,0,1,4,"None",0,8,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",626.333333333333,234.875
"70","RL",120,26400,"Pave","None","Reg","Bnk","AllPub","FR2","Gtl","SawyerW","1Fam","2Story",5,7,1880,2007,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",1,1,1,1,0,1,0,0,0,"GasA",5,"Y",5,1288,728,0,2016,0,0,1,0,4,1,2,7,6,1,4,"Attchd",1900,2,2,576,4,4,"P",0,0,0,0,0,0,1,3,"None",0,6,2009,"WD","Normal",NA,0,1,0,"0","1","1","0","0","0","0","0","0","1","1","0","1",504,288
"90","RL",64,7018,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",3,"Y",5,1114,1114,0,2228,0,0,2,0,6,2,2,8,1,0,1,"Detchd",1979,2,2,720,4,4,"Y",73,0,0,0,0,0,1,3,"None",0,6,2009,"WD","Alloca",NA,0,1,0,"0","1","1","0","0","0","0","0","0","1","0","0","1",371.333333333333,278.5
"90","RL",64,7018,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",3,"Y",5,1535,0,0,1535,0,0,2,0,4,2,2,8,1,0,1,"Attchd",1979,2,2,400,4,4,"Y",0,0,0,0,0,0,1,5,"None",0,6,2009,"WD","Alloca",NA,0,1,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",383.75,191.875
"90","RL",64,7040,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","BrkFace",216,2,3,"CBlock",4,4,4,7,1094,2,0,0,1094,"GasA",3,"Y",5,1229,0,0,1229,2,0,0,2,2,2,3,6,1,2,4,"Detchd",1979,2,2,672,4,4,"Y",120,0,0,0,0,0,1,3,"None",0,6,2009,"WD","Alloca",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","0","0","1",614.5,204.833333333333
"90","RL",64,7007,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",3,"Y",5,1513,0,0,1513,0,0,2,0,4,2,2,8,1,0,1,"Attchd",1979,2,2,400,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,6,2009,"WD","Alloca",NA,0,1,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",378.25,189.125
"90","RL",0,11855,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,2,3,"PConc",5,4,2,7,820,2,0,348,1168,"GasA",5,"Y",5,1168,1619,0,2787,2,0,4,2,6,2,2,8,1,2,4,"BuiltIn",2000,4,4,820,4,4,"Y",312,0,0,0,0,0,1,3,"None",0,10,2009,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","1","0","0","0",464.5,348.375
"90","RL",0,7939,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,2,3,"PConc",5,4,2,7,820,2,0,348,1168,"GasA",5,"Y",5,1168,1619,0,2787,2,0,4,2,6,2,2,8,1,2,4,"BuiltIn",2000,4,4,820,4,4,"Y",312,0,0,0,0,0,1,3,"None",0,10,2009,"WD","Normal",NA,0,0,1,"0","1","1","0","0","0","0","0","0","1","0","0","0",464.5,348.375
"90","RL",0,7976,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,2,3,"PConc",5,4,2,7,820,2,0,348,1168,"GasA",5,"Y",5,1168,1619,0,2787,2,0,4,2,6,2,2,8,1,2,4,"BuiltIn",2000,4,4,820,4,4,"Y",312,0,0,0,0,0,1,3,"None",0,10,2009,"WD","Normal",NA,0,0,1,"0","1","1","0","0","0","0","0","0","1","0","0","0",464.5,348.375
"20","RL",84,10933,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",9,5,2009,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",242,4,3,"PConc",5,4,5,7,1021,2,0,534,1555,"GasA",5,"Y",5,1680,0,0,1680,1,0,1,1,1,1,4,8,1,1,5,"Attchd",2009,4,3,1138,4,4,"Y",185,24,0,0,0,0,1,3,"None",0,7,2009,"New","Partial",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","1","1",1680,210
"20","RL",65,10816,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",364,4,3,"PConc",5,4,5,7,1104,2,0,616,1720,"GasA",5,"Y",5,1720,0,0,1720,1,0,2,0,3,1,4,8,1,1,5,"Attchd",2008,3,3,846,4,4,"Y",208,104,0,0,0,0,1,3,"None",0,11,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",573.333333333333,215
"20","RL",71,9178,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,2,0,2,0,1468,1468,"GasA",5,"Y",5,1468,0,0,1468,0,0,2,0,3,1,3,6,1,1,5,"Attchd",2008,3,3,904,4,4,"Y",192,142,0,0,0,0,1,3,"None",0,6,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",489.333333333333,244.666666666667
"20","RL",77,11422,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",352,3,3,"PConc",5,4,4,7,1359,2,0,479,1838,"GasA",5,"Y",5,1838,0,0,1838,1,0,2,0,3,1,3,7,1,2,5,"Attchd",2007,3,2,524,4,4,"Y",154,222,0,0,0,0,1,3,"None",0,4,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",612.666666666667,262.571428571429
"20","RL",64,6762,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,7,902,2,0,380,1282,"GasA",5,"Y",5,1290,0,0,1290,1,0,2,0,2,1,3,6,1,1,5,"Attchd",2007,3,2,662,4,4,"Y",168,0,0,0,0,0,1,3,"None",0,5,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",645,215
"20","RL",95,10324,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",140,3,3,"PConc",4,4,4,7,872,2,0,382,1254,"GasA",5,"Y",5,1254,0,0,1254,1,0,2,0,2,1,3,5,1,0,1,"Attchd",2008,3,3,810,4,4,"Y",168,92,0,0,0,0,1,3,"None",0,3,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",627,250.8
"20","RL",78,11645,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",76,3,3,"PConc",5,4,5,7,24,2,0,1474,1498,"GasA",5,"Y",5,1498,0,0,1498,0,0,2,0,3,1,3,7,1,1,5,"Attchd",2005,4,3,844,4,4,"Y",144,98,0,0,0,0,1,3,"None",0,3,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",499.333333333333,214
"60","RL",79,11646,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,2,0,2,0,704,704,"GasA",5,"Y",5,704,718,0,1422,0,0,2,1,3,1,3,7,1,1,5,"Attchd",2005,4,2,440,4,4,"Y",36,28,0,0,0,0,1,3,"None",0,7,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",474,203.142857142857
"60","RL",0,16698,"Pave","None","IR1","HLS","AllPub","CulDSac","Mod","ClearCr","1Fam","2Story",7,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,7,800,2,0,649,1449,"GasA",4,"Y",5,944,815,0,1759,1,0,2,1,3,1,3,7,1,1,4,"Attchd",1992,2,2,525,4,4,"Y",150,193,0,0,0,0,1,3,"None",0,6,2009,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","1","1","0","1",586.333333333333,251.285714285714
"20","RL",65,9757,"Pave","None","Reg","Low","AllPub","Inside","Mod","CollgCr","1Fam","1Story",5,7,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,2,4,"PConc",3,4,2,6,755,2,0,235,990,"GasA",5,"Y",5,990,0,0,990,1,0,1,0,3,1,2,5,1,0,1,"Attchd",1995,3,1,440,4,4,"Y",66,0,0,0,92,0,1,3,"None",0,10,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",330,198
"20","RL",65,14753,"Pave","None","IR2","Low","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",4,4,3,7,950,2,0,513,1463,"GasA",5,"Y",5,1463,0,0,1463,1,0,2,0,3,1,2,5,1,0,1,"Attchd",1998,4,2,539,4,4,"Y",0,81,0,0,0,0,1,5,"None",0,12,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","1","0","0","0","0","0","0","0","0",487.666666666667,292.6
"60","RL",70,8750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,2,3,"PConc",4,4,2,7,606,2,0,322,928,"GasA",5,"Y",5,928,844,0,1772,1,0,2,1,3,1,2,7,1,1,4,"Attchd",1998,3,2,492,4,4,"Y",150,96,0,0,0,0,1,3,"None",0,4,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",590.666666666667,253.142857142857
"20","RL",65,10739,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,2002,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,3,3,"PConc",4,4,2,7,1259,2,0,172,1431,"GasA",5,"Y",5,1444,0,0,1444,1,0,2,0,3,1,3,6,1,0,1,"Attchd",2002,3,2,577,4,4,"Y",144,40,0,0,0,0,1,3,"None",0,4,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",481.333333333333,240.666666666667
"20","RL",75,11166,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,3,3,"PConc",4,4,3,7,24,2,0,1468,1492,"GasA",5,"Y",5,1492,0,0,1492,0,0,2,0,3,1,3,6,1,1,4,"Attchd",2001,3,2,608,4,4,"Y",0,114,0,0,168,0,1,3,"None",0,7,2009,"WD","Family",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",497.333333333333,248.666666666667
"20","RL",0,16269,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,2,3,"BrkTil",4,4,4,7,625,2,0,282,907,"GasA",3,"Y",5,907,0,0,907,0,0,1,0,3,1,2,5,1,0,1,"Attchd",1978,2,1,343,4,4,"Y",72,0,0,0,0,0,1,4,"None",0,7,2009,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","1",302.333333333333,181.4
"20","RL",76,6950,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",5,7,1979,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",40,2,3,"CBlock",3,4,2,6,710,5,72,132,914,"GasA",3,"Y",5,914,0,0,914,1,0,1,0,2,1,2,5,1,0,1,"Attchd",1979,2,2,444,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,10,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",457,182.8
"20","RL",90,11664,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","1Fam","1Story",7,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,4,7,1234,2,0,335,1569,"GasA",5,"Y",5,1611,0,0,1611,1,0,2,0,3,1,3,6,1,0,1,"Attchd",2002,3,3,1231,4,4,"Y",262,93,0,0,0,0,1,3,"None",0,9,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",537,268.5
"60","RL",0,12334,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","2Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",198,3,3,"PConc",4,4,4,2,0,2,0,1068,1068,"GasA",5,"Y",5,1068,1116,0,2184,0,0,2,1,4,1,3,8,1,1,5,"BuiltIn",2003,3,2,570,4,4,"Y",192,132,0,0,0,0,1,3,"None",0,6,2009,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","1","0","0","1",546,273
"60","RL",70,8749,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,2,2,0,2,0,840,840,"GasA",5,"Y",5,840,885,0,1725,0,0,2,1,3,1,3,6,1,0,1,"Attchd",2002,3,2,550,4,4,"Y",0,48,0,0,0,0,1,3,"None",0,11,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","0",575,287.5
"60","RL",0,11250,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,2,2,0,2,0,944,944,"GasA",5,"Y",5,944,926,0,1870,0,0,2,1,3,1,3,6,1,0,1,"Attchd",2001,3,2,608,4,4,"Y",256,43,0,0,0,0,1,3,"None",0,5,2009,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","1","0","0","1",623.333333333333,311.666666666667
"20","RL",90,15750,"Pave","None","Reg","Lvl","AllPub","FR3","Gtl","CollgCr","1Fam","1Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",260,3,3,"PConc",4,4,5,7,1246,2,0,216,1462,"GasA",5,"Y",5,1513,0,0,1513,1,0,2,0,2,1,3,5,1,1,4,"Attchd",1999,4,2,521,4,4,"Y",135,34,0,0,0,0,1,3,"None",0,6,2009,"WD","Normal",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","1","0","1",756.5,302.6
"20","RL",0,12782,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",8,5,2002,2003,"Hip","CompShg","HdBoard","HdBoard","BrkFace",164,3,3,"PConc",5,4,5,7,1360,2,0,462,1822,"GasA",5,"Y",5,1828,0,0,1828,1,0,2,0,3,1,3,7,1,1,5,"Attchd",2002,4,2,523,4,4,"Y",194,144,0,0,0,0,1,3,"None",0,6,2009,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","0","1","0","1",609.333333333333,261.142857142857
"20","RL",70,8750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",209,3,3,"PConc",4,4,4,7,1111,2,0,306,1417,"GasA",5,"Y",5,1417,0,0,1417,1,0,2,0,3,1,3,7,1,1,4,"Attchd",1997,2,2,511,4,4,"Y",60,0,0,0,117,0,1,3,"None",0,8,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",472.333333333333,202.428571428571
"20","RL",85,10200,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,3,3,"PConc",4,4,4,7,1478,2,0,100,1578,"GasA",5,"Y",5,1602,0,0,1602,1,0,2,0,3,1,3,7,1,1,5,"Attchd",2007,3,3,810,4,4,"Y",0,48,0,0,195,0,1,3,"None",0,1,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",534,228.857142857143
"60","RL",85,11069,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,2,2,0,2,0,608,608,"GasA",5,"Y",5,608,788,0,1396,0,0,2,1,3,1,3,6,1,1,5,"BuiltIn",2007,4,2,440,4,4,"Y",100,36,0,0,0,0,1,3,"None",0,7,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",465.333333333333,232.666666666667
"20","RL",80,10682,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","1Fam","1Story",4,6,1960,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,7,399,2,0,615,1014,"GasA",3,"Y",5,1149,0,0,1149,1,0,1,0,3,1,2,7,4,0,1,"2Types",1968,4,1,544,4,4,"Y",0,240,0,0,0,0,1,4,"None",0,7,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",383,164.142857142857
"180","RM",35,3675,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,2,3,"Wood",4,4,5,7,547,2,0,0,547,"GasA",4,"Y",5,1072,0,0,1072,1,0,1,0,2,1,2,5,1,0,1,"Basment",2005,4,2,525,4,4,"Y",0,28,0,0,0,0,1,3,"None",0,4,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",536,214.4
"20","RL",64,6410,"Pave","None","Reg","HLS","AllPub","Inside","Mod","Edwards","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","AsbShng","AsbShng","None",0,2,3,"CBlock",3,4,2,3,332,4,243,301,876,"GasA",3,"Y",4,876,0,0,876,0,0,1,0,3,1,2,5,1,0,1,"Detchd",1959,2,1,320,4,4,"Y",0,0,0,0,0,0,1,4,"None",0,3,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",292,175.2
"20","RL",70,11767,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","1Fam","1Story",5,5,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,4,3,4,1078,2,0,0,1078,"GasA",3,"Y",4,1368,0,0,1368,1,0,1,0,3,1,2,6,4,0,1,"Attchd",1950,3,1,195,4,4,"Y",0,41,211,0,0,0,1,3,"Shed",900,6,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",456,228
"90","RL",65,10926,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Duplex","1Story",5,5,1959,1959,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,2,3,"CBlock",3,4,2,2,0,2,0,1678,1678,"GasA",3,"Y",5,1678,0,0,1678,0,0,2,0,6,2,2,10,1,0,1,"None",1959,1,0,0,1,1,"Y",0,0,0,0,0,0,1,3,"None",0,8,2009,"WD","Normal",NA,1,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",279.666666666667,167.8
"20","RL",70,11767,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","HdBoard","HdBoard","BrkFace",259,2,3,"CBlock",3,4,2,4,546,2,0,604,1150,"GasA",5,"Y",5,1560,0,0,1560,0,0,1,0,2,1,2,7,4,1,4,"Attchd",1956,2,1,313,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,5,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",780,222.857142857143
"50","RL",45,8212,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,4,2,4,626,2,0,94,720,"GasA",5,"Y",5,854,444,0,1298,0,0,1,0,3,1,2,6,1,2,5,"Detchd",1940,2,1,256,4,4,"Y",84,0,0,0,0,0,1,3,"None",0,9,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",432.666666666667,216.333333333333
"50","RH",70,6300,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","SWISU","1Fam","1.5Fin",5,4,1938,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",88,2,3,"PConc",3,3,2,3,832,2,0,0,832,"GasA",3,"Y",5,832,436,0,1268,0,0,1,1,3,1,2,7,1,2,5,"Basment",1938,2,1,250,4,4,"Y",0,0,55,0,0,0,1,3,"None",0,7,2009,"WD","Abnorml",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",422.666666666667,181.142857142857
"70","RL",43,5707,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SWISU","1Fam","2Story",6,6,1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,4,2,2,0,2,0,583,583,"GasA",4,"Y",3,647,595,0,1242,0,0,1,1,3,1,2,6,1,1,5,"Detchd",1926,2,1,180,3,4,"Y",329,96,0,0,0,0,1,3,"None",0,3,2009,"WD","Normal",NA,0,0,0,"0","1","1","0","0","0","0","0","0","1","1","0","0",414,207
"30","RL",64,8574,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","1Fam","1Story",6,8,1916,2000,"Gable","CompShg","Stucco","Stucco","None",0,3,3,"BrkTil",3,4,2,2,0,2,0,816,816,"GasA",5,"Y",5,1232,0,0,1232,0,0,1,0,3,1,3,6,1,1,5,"Detchd",1916,2,2,440,4,4,"Y",0,0,180,0,0,0,1,3,"None",0,10,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",410.666666666667,205.333333333333
"70","RL",53,7155,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","1Fam","2Story",7,8,1918,1990,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,3,3,2,0,2,0,600,600,"GasA",5,"Y",5,628,600,0,1228,0,0,1,0,3,1,2,6,1,1,5,"Detchd",1918,2,1,215,3,4,"Y",0,113,0,0,195,0,1,4,"None",0,5,2009,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",409.333333333333,204.666666666667
